id,title,description,author,subject,publicationtype,publicationdateyear,issn,isbn,publisher,peerreviewed,language
EJ585051,Direct and Indirect Effects of School Learning Variables on the Academic Achievement of African American 10th Grades.,"Tested a model of direct and indirect effects of certain school learning variables on the academic achievement of African-American 10th graders using data from the National Educational Longitudinal Study of 1988. Socioeconomic status, prior learning achievement, and students' perceptions of teachers and teacher quality were found to have statistically significant effects on achievement. (SLD)","Adams\, Candace Renee,Singh\, Kusum","Academic Achievement,Black Students,Grade 10,High School Students,High Schools,Institutional Characteristics,Longitudinal Studies,Prior Learning,Socioeconomic Status,Student Attitudes,Teacher Effectiveness","Journal Articles,Reports - Evaluative",1998,ISSN-0022-2984,,,T,English
EJ585052,The Underachievement of African American Teachers in Research Methodology Courses: Implications for the Supply of African American School Administrators.,Compared the academic achievement of 29 African-American and 145 European-American teachers in research-methodology courses. Discusses the implications of the lower achievement of the African-American students in these courses for the supply of African-American school administrators. (SLD),"Onwuegbuzie\, Anthony J.","Administrators,Black Teachers,Comparative Analysis,Education Courses,Educational Administration,Higher Education,Low Achievement,Research Methodology,Teacher Education,Teacher Qualifications","Journal Articles,Reports - Research",1998,ISSN-0022-2984,,,T,English
EJ531796,The Mounting Toll: Environment and the Loss of Young Talent.,"Argues that genetics, as popularized in &quot;The Bell Curve&quot; (Herrnstein and Murray, 1994), does not affect educational attainment and personal development, but environmental upheavals do. The environmental changes that effect educational and personal development are highlighted. It cautions that works involving pseudoscience, like &quot;The Bell Curve,&quot; place African American youth at risk because of the thinking and policy alterations they can engender. (GR)","Johnson\, Sylvia T.","At Risk Persons,Black Education,Black Youth,Community Change,Economic Change,Educational Attainment,Genetics,Individual Development,Intelligence,Racial Attitudes,Racial Bias,Racial Relations,Social Environment,Social Status,Social Structure","Opinion Papers,Journal Articles",1995,ISSN-0022-2984,,,T,English
EJ531797,Not All That Bright.,Highlights historical writings regarding the concept of black intellectual inferiority and argues that present-day efforts to convince Americans that blacks are intellectually deficient corresponds with their social status. Black intellectuals' collaboration in this myth perpetuation is briefly discussed. The purpose of the &quot;Journal of Negro Education&quot; summer edition concludes the article. (GR),"Stanfield\, John H.\, II,Dennis\, Rutledge M.","Black Education,Intelligence,Racial Attitudes,Racial Bias,Racial Relations,Social Bias,Social Environment,Social Status,Social Stratification","Opinion Papers,Information Analyses,Journal Articles",1995,ISSN-0022-2984,,,T,English
EJ531798,The Myth of Race and the Human Sciences.,Presents a critical assessment of two major schools of thought in the human sciences relative to the mythology of race: logical positivism and social realism. It argues that the science that supports racist arguments must be questioned. An alternative science that socially empowers the oppressed is proposed. (GR),"Stanfield\, John H.\, II","Beliefs,Blacks,Comparative Analysis,Genetics,Humanism,Racial Attitudes,Racial Bias,Racial Differences,Racial Relations,Social Science Research","Opinion Papers,Reports - Descriptive,Journal Articles",1995,ISSN-0022-2984,,,T,English
EJ531799,The African American Critique of White Supremacist Science.,"Excerpts writings of past African American intellectuals on the issue of presumptions of innate black mental inferiority, and applies their analyses to the scientific racism found in &quot;The Bell Curve&quot; (Herrnstein and Murray, 1994). Ideas for incorporating this critical tradition into current efforts, to prevent the resurgence of white supremacist thinking, are suggested. (GR)","Jorgensen\, Carl","Blacks,Criticism,Genetics,Intelligence,Racial Attitudes,Racial Bias,Racial Relations,Scientific Methodology,Social Status,Social Stratification","Opinion Papers,Reports - Descriptive,Journal Articles",1995,ISSN-0022-2984,,,T,English
EJ531800,"Social Darwinism, Scientific Racism, and the Metaphysics of Race.","Maintains that science is often used as a justification to propose, project, and enact racist social policies. The philosophy of Social Darwinism is reviewed, and its assumptions about race and human abilities is discussed. The consequences of scientific racism for dominant groups are analyzed. (GR)","Dennis\, Rutledge M.","Blacks,Group Testing,Intelligence,Intelligence Tests,Public Policy,Racial Attitudes,Racial Bias,Racial Relations,Social Science Research","Opinion Papers,Reports - Descriptive,Journal Articles",1995,ISSN-0022-2984,,,T,English
EJ531801,"For Whom Does the Bell Toll? Meritocracy, the Cognitive Elite, and the Continuing Significance of Race in Postindustrial America.","Presents a critical appraisal of Herrnstein and Murray's &quot;The Bell Curve&quot; (1994) and of its analyses of social class, ethnic differences, and public policy proposals. It refutes as cultural superstition the book's theories on the role of intelligence in the social stratification of postindustrial America and the effects of IQ on social outcomes, such as poverty, schooling, occupation, and underemployment. (GR)","Wilson\, Frank Harold","Blacks,Criticism,Group Testing,Intelligence,Intelligence Tests,Public Policy,Racial Attitudes,Racial Bias,Racial Relations,Social Class,Social Status,Social Stratification,Social Theories,Socioeconomic Status","Opinion Papers,Information Analyses,Journal Articles",1995,ISSN-0022-2984,,,T,English
EJ531802,The Relativity of Genotypes and Phenotypes.,"Asserts that Herrnstein and Murray's &quot;The Bell Curve&quot; (1994) is an attempt to influence and control public discourse about public policy and inequality. It examines four of the book's flaws in classification, analyses, research, and its failure to recognize intelligence as having both genotypic and phenotypic manifestations. (GR)","Willie\, Charles Vert","Comparative Analysis,Cultural Influences,Genetics,Intelligence,Phenomenology,Psychological Characteristics,Public Policy,Racial Attitudes,Racial Bias,Racial Relations,Research Problems,Scientific Methodology,Social Environment,Socialization","Opinion Papers,Information Analyses,Journal Articles",1995,ISSN-0022-2984,,,T,English
EJ531803,The Pseudoscience of Psychometry and &quot;The Bell Curve.&quot;,"Argues that Herrnstein and Murray's &quot;The Bell Curve&quot; (1994) merely restates the notion that intelligence can be reduced to a single ordinal measure, i.e., the primary factor for determining group or individual social-class status. Evidence from the biological sciences and quantitative genetics is presented that reveals that social inequality is solely a result of longstanding biases and differential opportunity structures. (GR)","Graves\, Joseph L.\, Jr.,Johnson\, Amanda","Cognitive Development,Genetics,Group Testing,Intelligence,Intelligence Tests,Racial Attitudes,Racial Bias,Racial Relations,Social Environment,Standardized Tests,Test Bias","Opinion Papers,Information Analyses,Journal Articles",1995,ISSN-0022-2984,,,T,English
